date,TRIMP,distance_km,duree_min,fc_moyenne,vitesse_moy,cadence_moy,CTL,ATL,TSB,semaine,annee
2025-02-19,44.88,5.362,24.716666666666665,152.48450134770889,12.9996,80.47146739130434,53.21,66.53,-13.32,8,2025
2025-02-19,116.66,12.308,56.91666666666666,157.76404494382024,13.151020342992313,81.8413262285376,56.16,79.07,-22.91,8,2025
2025-02-20,0.0,0.0,0.0,,,,53.54,59.3,-5.76,8,2025
2025-02-21,0.0,0.0,0.0,,,,51.05,44.47,6.58,8,2025
2025-02-22,0.0,0.0,0.0,,,,48.68,33.36,15.32,8,2025
2025-02-23,0.0,0.0,0.0,,,,46.42,25.02,21.4,8,2025
2025-02-24,54.57,9.753,44.98333333333333,135.73444444444445,12.999600000000004,79.43234200743494,46.79,32.41,14.38,9,2025
2025-02-25,0.0,0.0,0.0,,,,44.62,24.3,20.32,9,2025
2025-02-26,39.67,5.951,28.25,141.65448113207546,12.629721226415096,81.8581560283688,44.39,28.15,16.24,9,2025
2025-02-27,0.0,0.0,0.0,,,,42.32,21.11,21.21,9,2025
2025-02-28,165.14,20.029,85.58333333333333,155.1158596353656,14.228926955498922,84.67856442439694,48.04,57.12,-9.08,9,2025
2025-03-01,0.0,0.0,0.0,,,,45.8,42.84,2.96,9,2025
2025-03-02,0.0,0.0,0.0,,,,43.67,32.13,11.54,9,2025
2025-03-03,87.2,10.265,46.583333333333336,153.79899856938485,13.211922746781116,82.1647564469914,45.7,45.9,-0.2,10,2025
2025-03-04,0.0,0.0,0.0,,,,43.57,34.42,9.15,10,2025
2025-03-05,15.98,2.054,8.95,151.76765799256506,13.439087732342006,84.46082089552239,42.29,29.81,12.48,10,2025
2025-03-05,10.21,1.662,5.083333333333333,156.85294117647058,19.5012,85.5578231292517,40.8,24.91,15.89,10,2025
2025-03-06,0.0,0.0,0.0,,,,38.9,18.68,20.22,10,2025
2025-03-07,0.0,0.0,0.0,,,,37.09,14.01,23.08,10,2025
2025-03-08,0.0,0.0,0.0,,,,35.36,10.51,24.85,10,2025
2025-03-09,90.87,10.554,46.91666666666666,155.28081457663453,13.651938263665595,83.93309481216458,37.95,30.6,7.35,10,2025
2025-03-10,0.0,0.0,0.0,,,,36.18,22.95,13.23,11,2025
2025-03-11,0.0,0.0,0.0,,,,34.5,17.21,17.29,11,2025
2025-03-12,27.69,4.356199999999999,19.78333333333333,141.51683501683502,13.177524242424242,81.18971332209107,34.18,19.83,14.35,11,2025
2025-03-12,21.79,3.518,11.983333333333333,152.55093256814922,18.159128263988524,78.02020202020202,33.6,20.32,13.28,11,2025
2025-03-13,55.52,5.843,23.683333333333334,163.74239049740163,15.41424587973274,83.75577066269545,34.62,29.12,5.5,11,2025
2025-03-14,117.1,15.07,60.25,155.4308628318584,15.0012,83.24763231197771,38.46,51.12,-12.66,11,2025
2025-03-15,0.0,0.0,0.0,,,,36.67,38.34,-1.67,11,2025
2025-03-16,95.0,10.024,37.88333333333333,166.7911169744943,15.8750327176781,84.86960352422908,39.38,52.5,-13.12,11,2025
2025-03-17,85.21,11.27,45.05,154.24704142011834,15.0012,81.78927773641102,41.52,60.68,-19.16,12,2025
2025-03-17,27.0,4.105,18.916666666666668,142.32570422535213,12.9996,82.19584837545126,40.84,52.26,-11.42,12,2025
2025-03-18,161.52,18.325,90.91666666666669,151.5406891495601,12.118918328445748,84.00935436537051,46.45,79.57,-33.12,12,2025
2025-03-19,0.0,0.0,0.0,,,,44.29,59.68,-15.39,12,2025
2025-03-20,22.96,3.737,17.216666666666665,139.54255319148936,12.9996,81.7490234375,43.3,50.5,-7.2,12,2025
2025-03-21,57.36,7.138,30.683333333333334,153.74061990212073,14.010011745513866,84.49891067538127,43.95,52.22,-8.27,12,2025
2025-03-22,38.18,4.017,18.95,157.00966608084357,12.79149595782074,81.56349206349206,43.69,48.71,-5.02,12,2025
2025-03-22,122.73,10.284,36.18333333333333,180.83103130755063,17.0324817679558,85.31918819188192,47.36,67.21,-19.85,12,2025
2025-03-23,0.0,0.0,0.0,,,,45.16,50.41,-5.25,12,2025
2025-03-24,153.45,18.026,80.61666666666666,154.52211657709796,13.466490533278217,82.8394704178734,50.2,76.17,-25.97,13,2025
2025-03-25,0.0,0.0,0.0,,,,47.86,57.13,-9.27,13,2025
2025-03-26,0.0,0.0,0.0,,,,45.64,42.85,2.79,13,2025
2025-03-27,183.16,19.037,75.28333333333333,165.41876936697653,15.256100398406376,84.19849357554276,52.03,77.92,-25.89,13,2025
2025-03-28,64.66,8.742,40.31666666666667,147.18719008264463,12.9996,80.6851081530782,52.62,74.61,-21.99,13,2025
2025-03-29,0.0,0.0,0.0,,,,50.17,55.96,-5.79,13,2025
2025-03-30,114.05,14.227,62.55,152.66062866275973,13.653492914224827,83.15413333333333,53.14,70.48,-17.34,13,2025
2025-03-30,17.98,2.106,8.783333333333333,157.70075757575756,14.45884090909091,83.3022813688213,51.51,57.35,-5.84,13,2025
2025-03-31,102.64,12.764,58.88333333333333,150.72608941709112,12.9996,79.6879271070615,53.89,68.68,-14.79,14,2025
2025-04-01,89.56,11.574,60.016666666666666,144.16907273736814,11.63942065519156,84.08087826570316,55.55,73.9,-18.35,14,2025
2025-04-01,42.09,4.37,26.95,146.06616126809098,11.269262853204689,72.06703524533518,54.92,65.95,-11.03,14,2025
2025-04-02,100.4,11.833,55.38333333333333,152.40854392298436,12.691508664259928,83.24759036144579,57.03,74.56,-17.53,14,2025
2025-04-03,0.0,0.0,0.0,,,,54.38,55.92,-1.54,14,2025
2025-04-04,0.0,0.0,0.0,,,,51.85,41.94,9.91,14,2025
2025-04-05,31.25,3.918,18.183333333333334,150.11904761904762,12.912847252747254,82.55055147058823,50.89,39.27,11.62,14,2025
2025-04-06,0.0,0.0,0.0,,,,48.53,29.45,19.08,14,2025
2025-04-07,137.19,18.057,91.08333333333331,144.5554740509811,11.96209293966624,84.01486511286474,52.65,56.39,-3.74,15,2025
2025-04-07,133.3,13.1395,247.26666666666668,106.44851942406954,12.017370171149144,44.39635968486824,56.4,75.61,-19.21,15,2025
2025-04-08,51.4,7.204,35.05,143.44249049429658,12.394002661596955,84.23714285714286,56.17,69.56,-13.39,15,2025
2025-04-09,103.06,11.68,51.61666666666667,156.61234487263226,13.76792606139778,83.85228758169934,58.35,77.94,-19.59,15,2025
2025-04-10,0.0,0.0,0.0,,,,55.64,58.45,-2.81,15,2025
2025-04-11,169.61,19.735,90.45,153.8729016786571,13.09488810182623,85.0452279859701,60.94,86.24,-25.3,15,2025
2025-04-12,116.52,13.019,54.65,159.50518292682926,14.32369975609756,83.33150183150182,63.52,93.81,-30.29,15,2025
2025-04-13,0.0,0.0,0.0,,,,60.57,70.36,-9.79,15,2025
2025-04-14,0.0,0.0,0.0,,,,57.75,52.77,4.98,16,2025
2025-04-15,0.0,0.0,0.0,,,,55.06,39.58,15.48,16,2025
2025-04-16,112.92,13.024,60.083333333333336,153.97115917914587,12.9996,81.82351306281268,57.76,57.91,-0.15,16,2025
2025-04-17,0.0,0.0,0.0,,,,55.07,43.43,11.64,16,2025
2025-04-18,0.0,0.0,0.0,,,,52.51,32.58,19.93,16,2025
2025-04-19,0.0,0.0,0.0,,,,50.07,24.43,25.64,16,2025
2025-04-20,0.0,0.0,0.0,,,,47.74,18.32,29.42,16,2025
2025-04-21,65.01,7.458,30.35,159.70694522868436,14.730197854319591,82.54046406338426,48.54,30.0,18.54,17,2025
2025-04-22,90.87,10.02,40.05,162.2741264559068,15.0012,81.00836820083683,50.51,45.21,5.3,17,2025
2025-04-23,123.15,15.555,77.88333333333334,146.58814719726143,12.032388446726571,83.03811563169165,53.89,64.7,-10.81,17,2025
2025-04-24,0.0,0.0,0.0,,,,51.38,48.52,2.86,17,2025
2025-04-25,91.95,13.169,60.75,144.75726823916622,12.9996,80.89179515418502,53.27,59.38,-6.11,17,2025
2025-04-26,80.33,10.416,53.61666666666667,144.33312616532007,11.630313486637665,81.40385812072184,54.53,64.62,-10.09,17,2025
2025-04-27,0.0,0.0,0.0,,,,51.99,48.46,3.53,17,2025
2025-04-28,120.3,11.515,53.11666666666667,162.19447929736512,12.9996,81.42123503465659,55.17,66.42,-11.25,18,2025
2025-04-29,164.75,15.357,70.85,163.37817497648166,12.9996,79.21081208687441,60.27,91.0,-30.73,18,2025
2025-04-30,134.86,15.033,60.083333333333336,161.79173599556296,15.0012,80.95361111111112,63.73,101.97,-38.24,18,2025
2025-05-01,0.0,0.0,0.0,,,,60.77,76.48,-15.71,18,2025
2025-05-02,137.41,13.089,60.38333333333333,162.40949227373068,12.9996,81.24611973392462,64.33,91.71,-27.38,18,2025
2025-05-03,0.0,0.0,0.0,,,,61.34,68.78,-7.44,18,2025
2025-05-04,0.0,0.0,0.0,,,,58.49,51.59,6.9,18,2025
2025-05-05,113.71,11.454,52.81666666666667,159.9365930599369,12.9996,76.83438885370488,61.06,67.12,-6.06,19,2025
2025-05-06,79.55,10.843,50.016666666666666,146.8327781479014,12.9996,80.9682061579652,61.92,70.23,-8.31,19,2025
2025-05-07,72.69,8.684,40.05,152.46422628951748,12.9996,79.55183946488295,62.42,70.84,-8.42,19,2025
2025-05-08,33.42,4.177,19.25,150.55536332179932,12.9996,79.47027972027972,61.07,61.49,-0.42,19,2025
2025-05-09,117.87,12.036,51.71666666666667,162.47696301103178,14.059239325113564,82.87719298245614,63.71,75.58,-11.87,19,2025
2025-05-10,0.0,0.0,0.0,,,,60.75,56.69,4.06,19,2025
2025-05-11,0.0,0.0,0.0,,,,57.92,42.51,15.41,19,2025
2025-05-12,0.0,0.0,0.0,,,,55.23,31.89,23.34,20,2025
2025-05-13,51.32,5.829,23.28333333333333,160.9856938483548,15.0012,77.97622478386167,55.05,36.74,18.31,20,2025
2025-05-14,101.74,11.395,45.55,161.57534747622532,15.0012,80.82022058823529,57.22,52.99,4.23,20,2025
2025-05-15,178.75,26.132,120.58333333333331,143.8917910447761,12.9996,78.68722283813747,62.87,84.43,-21.56,20,2025
2025-05-16,129.13,13.046,60.18333333333333,159.78543743078626,12.9996,80.70094496942745,65.95,95.61,-29.66,20,2025
2025-05-17,38.97,7.177,55.95,115.01178960096736,7.862188875453446,78.8707627118644,64.7,81.45,-16.75,20,2025
2025-05-17,33.0,4.479,17.883333333333333,153.1731843575419,15.0012,81.27669902912622,63.22,69.34,-6.12,20,2025
2025-05-18,0.0,0.0,0.0,,,,60.28,52.0,8.28,20,2025
2025-05-19,0.0,0.0,0.0,,,,57.48,39.0,18.48,21,2025
2025-05-20,129.73,11.729,46.88333333333333,171.29921819474058,15.0012,80.15200286123033,60.84,61.68,-0.84,21,2025
2025-05-20,110.26,7.435,34.28333333333333,178.3148688046647,12.9996,80.0435847208619,63.14,73.83,-10.69,21,2025
2025-05-21,0.0,0.0,0.0,,,,60.2,55.37,4.83,21,2025
2025-05-22,128.4,20.079,120.45,130.65260099612618,10.0008,79.62721729490022,63.37,73.63,-10.26,21,2025
2025-05-23,0.0,0.0,0.0,,,,60.43,55.22,5.21,21,2025
2025-05-24,0.0,0.0,0.0,,,,57.62,41.42,16.2,21,2025
2025-05-25,0.0,0.0,0.0,,,,54.94,31.06,23.88,21,2025
2025-05-26,101.63,12.004,44.98333333333333,162.08481481481482,15.9984,81.1515601783061,57.11,48.7,8.41,22,2025
2025-05-27,0.0,0.0,0.0,,,,54.45,36.53,17.92,22,2025
2025-05-28,0.0,0.0,0.0,,,,51.92,27.4,24.52,22,2025
2025-05-29,31.3,3.057,10.283333333333331,175.73300970873785,17.658576699029126,85.8961038961039,50.96,28.37,22.59,22,2025
2025-05-30,82.7,10.857,40.68333333333333,157.3968058968059,15.9984,81.47787979966611,52.44,41.95,10.49,22,2025
2025-05-31,0.0,0.0,0.0,,,,50.0,31.47,18.53,22,2025
2025-06-01,132.32,11.302,44.55,174.58624577226607,15.389354678692222,83.43695897628905,53.83,56.68,-2.85,22,2025
2025-06-01,44.02,3.559,16.483333333333334,169.66969696969696,12.86928,77.41277890466532,53.37,53.51,-0.14,22,2025
2025-06-02,71.63,9.991,46.083333333333336,145.87020968908172,12.9996,78.6815866084425,54.22,58.04,-3.82,23,2025
2025-06-03,0.0,0.0,0.0,,,,51.7,43.53,8.17,23,2025
2025-06-04,0.0,0.0,0.0,,,,49.29,32.65,16.64,23,2025
2025-06-05,14.61,2.134,9.816666666666666,144.0593220338983,12.9996,79.90068493150685,47.68,28.14,19.54,23,2025
2025-06-05,22.05,1.896,10.483333333333333,158.8939393939394,12.225351515151516,81.55555555555556,46.49,26.62,19.87,23,2025
2025-06-06,211.11,20.017,79.08333333333333,169.64854614412135,15.151196965865992,82.69097807757167,54.14,72.74,-18.6,23,2025
2025-06-07,93.15,9.76,45.016666666666666,158.17986676535898,12.9996,79.31892697466468,55.96,77.84,-21.88,23,2025
2025-06-08,49.39,4.516,20.95,163.99920508744037,13.072756120826709,83.94585987261146,55.65,70.73,-15.08,23,2025
2025-06-08,14.01,1.893,9.916666666666666,141.89093959731542,11.354925503355703,80.21283783783784,53.72,56.55,-2.83,23,2025
2025-06-08,55.95,5.868,23.816666666666663,163.83566433566435,14.77729006993007,83.00981767180926,53.82,56.4,-2.58,23,2025
2025-06-09,96.41,10.604,45.083333333333336,159.63525498891352,14.122310421286032,82.61658031088083,55.8,66.4,-10.6,24,2025
2025-06-09,66.91,7.471,34.45,155.39893617021278,12.9996,76.67853658536585,56.32,66.53,-10.21,24,2025
2025-06-10,0.0,0.0,0.0,,,,53.7,49.9,3.8,24,2025
2025-06-11,42.79,5.095,20.35,158.8911620294599,15.001199999999995,81.55980066445183,53.19,48.12,5.07,24,2025
2025-06-12,21.96,2.4,10.65,158.025,13.624340625,81.68652037617555,51.74,41.58,10.16,24,2025
2025-06-12,26.16,2.862,10.783333333333331,165.29320987654322,16.141533333333335,82.80124223602485,50.55,37.73,12.82,24,2025
2025-06-13,46.61,4.842,20.75,161.8314606741573,13.953389085072232,81.73268921095008,50.37,39.95,10.42,24,2025
2025-06-14,0.0,0.0,0.0,,,,48.02,29.96,18.06,24,2025
2025-06-15,0.0,0.0,0.0,,,,45.79,22.47,23.32,24,2025
2025-06-16,127.37,12.012,45.016666666666666,172.3301258327165,16.026653737971873,83.94848035581913,49.58,48.69,0.89,25,2025
2025-06-17,29.98,4.344,20.016666666666666,144.3261231281198,12.9996,81.1258445945946,48.67,44.02,4.65,25,2025
2025-06-18,0.0,0.0,0.0,,,,46.41,33.01,13.4,25,2025
2025-06-19,0.0,0.0,0.0,,,,44.25,24.76,19.49,25,2025
2025-06-20,90.66,7.071,27.98333333333333,178.66190476190476,15.187755,84.32040572792363,46.41,41.23,5.18,25,2025
2025-06-20,48.59,3.681,15.35,177.5656894679696,14.310828664495114,83.9629225736096,46.51,43.07,3.44,25,2025
2025-06-20,74.28,7.454,29.78333333333333,166.5397091722595,15.0012,82.00225988700565,47.8,50.87,-3.07,25,2025
2025-06-21,86.56,9.825,45.31666666666667,154.67610294117648,12.9996,80.24464153732447,49.6,59.8,-10.2,25,2025
2025-06-22,42.94,5.391,24.85,150.35254691689008,12.9996,80.50807537012113,49.29,55.58,-6.29,25,2025
2025-06-23,0.0,0.0,0.0,,,,47.0,41.69,5.31,26,2025
2025-06-24,96.97,8.108,33.38333333333333,173.5484194681385,14.651232313095836,82.92760180995475,49.33,55.51,-6.18,26,2025
2025-06-24,58.95,4.659,23.45,166.90536277602524,13.222007886435332,74.4248417721519,49.77,56.37,-6.6,26,2025
2025-06-24,24.42,2.653,11.55,159.13832853025937,13.627639193083573,83.85072463768115,48.59,48.38,0.21,26,2025
2025-06-25,0.0,0.0,0.0,,,,46.33,36.29,10.04,26,2025
2025-06-26,0.0,0.0,0.0,,,,44.18,27.21,16.97,26,2025
2025-06-27,0.0,0.0,0.0,,,,42.12,20.41,21.71,26,2025
2025-06-28,0.0,0.0,0.0,,,,40.16,15.31,24.85,26,2025
2025-06-29,0.0,0.0,0.0,,,,38.3,11.48,26.82,26,2025
2025-06-30,0.0,0.0,0.0,,,,36.52,8.61,27.91,27,2025
2025-07-01,158.12,3.777,66.21666666666667,164.57379310344828,9.29577351724138,73.67726330338631,42.17,45.99,-3.82,27,2025
2025-07-02,58.41,6.096,32.266666666666666,152.34558420186505,12.074988480526605,79.68609125893347,42.93,49.09,-6.16,27,2025
2025-07-03,0.0,0.0,0.0,,,,40.93,36.82,4.11,27,2025
2025-07-04,0.0,0.0,0.0,,,,39.03,27.62,11.41,27,2025
2025-07-05,27.06,3.13,14.416666666666666,153.90762124711316,12.9996,81.31529411764706,38.47,27.48,10.99,27,2025
2025-07-05,54.92,5.528,23.08333333333333,164.4054834054834,14.327275324675329,81.97250361794501,39.23,34.34,4.89,27,2025
2025-07-06,40.42,4.306,18.383333333333333,160.8713768115942,14.043851086956522,82.83454545454545,39.29,35.86,3.43,27,2025
2025-07-07,0.0,0.0,0.0,,,,37.46,26.89,10.57,28,2025
2025-07-08,0.0,0.0,0.0,,,,35.72,20.17,15.55,28,2025
2025-07-09,22.46,2.82,11.25,156.61094674556213,15.0012,82.32878787878788,35.1,20.74,14.36,28,2025
2025-07-09,56.29,4.506,49.6,133.09558823529412,13.230555882352942,65.7172131147541,36.09,29.63,6.46,28,2025
2025-07-10,80.21,7.591,30.316666666666663,169.2401098901099,15.0012,81.69303097345133,38.14,42.27,-4.13,28,2025
2025-07-11,62.45,6.92,27.65,162.06807228915662,15.0012,80.43248175182482,39.27,47.32,-8.05,28,2025
2025-07-12,0.0,0.0,0.0,,,,37.45,35.49,1.96,28,2025
2025-07-13,161.36,14.454,57.78333333333333,171.72347174163784,15.0012,81.37355324074075,43.21,66.96,-23.75,28,2025
2025-07-14,98.55,9.345,40.18333333333333,165.7819392426134,14.03061573033708,82.6640266777824,45.78,74.85,-29.07,29,2025
2025-07-15,0.0,0.0,0.0,,,,43.65,56.14,-12.49,29,2025
2025-07-16,0.0,0.0,0.0,,,,41.62,42.11,-0.49,29,2025
2025-07-17,0.0,0.0,0.0,,,,39.69,31.58,8.11,29,2025
2025-07-18,122.94,13.408,53.583333333333336,162.7742537313433,15.0012,81.53658536585365,43.56,54.42,-10.86,29,2025
2025-07-19,0.0,0.0,0.0,,,,41.53,40.81,0.72,29,2025
2025-07-20,106.32,10.024,42.25,166.95031545741324,14.270421293375394,83.39139020537125,44.55,57.19,-12.64,29,2025
2025-07-21,0.0,0.0,0.0,,,,42.47,42.89,-0.42,30,2025
2025-07-22,0.0,0.0,0.0,,,,40.5,32.17,8.33,30,2025
2025-07-23,0.0,0.0,0.0,,,,38.62,24.13,14.49,30,2025
2025-07-24,0.0,0.0,0.0,,,,36.82,18.1,18.72,30,2025
2025-07-25,0.0,0.0,0.0,,,,35.11,13.57,21.54,30,2025
2025-07-26,60.0,8.684,40.05,144.32945091514142,12.9996,80.78056951423785,36.26,25.18,11.08,30,2025
2025-07-26,98.15,9.906,40.11666666666667,165.67234219269102,14.874661794019936,84.02078137988363,39.14,43.42,-4.28,30,2025
2025-07-27,30.71,3.17,12.983333333333333,164.1397435897436,14.570889230769232,83.94458762886597,38.75,40.24,-1.49,30,2025
2025-07-27,66.7,6.228,25.0,169.6215856095936,14.99733857428381,79.95663775850566,40.05,46.86,-6.81,30,2025
2025-07-28,113.42,12.023,52.55,160.04692454026633,13.75444717818643,82.68654822335026,43.46,63.5,-20.04,31,2025
2025-07-29,0.0,0.0,0.0,,,,41.44,47.62,-6.18,31,2025
2025-07-30,32.74,5.448,25.116666666666667,138.6180371352785,12.9996,80.962,41.04,43.9,-2.86,31,2025
2025-07-31,0.0,0.0,0.0,,,,39.13,32.93,6.2,31,2025
2025-08-01,58.92,6.929,27.683333333333334,159.43020457280386,15.0012,82.82345828295043,40.05,39.43,0.62,31,2025
2025-08-02,110.57,13.053,60.21666666666667,152.96541228555617,12.9996,80.30560177481975,43.33,57.21,-13.88,31,2025
2025-08-03,0.0,0.0,0.0,,,,41.31,42.91,-1.6,31,2025
2025-08-04,0.0,0.0,0.0,,,,39.39,32.18,7.21,32,2025
2025-08-05,157.79,15.104,69.68333333333334,162.18675274988044,12.9996,81.29276473406804,44.9,63.58,-18.68,32,2025
2025-08-06,19.42,2.311,10.65,152.653125,12.96680625,84.45911949685535,43.71,52.54,-8.83,32,2025
2025-08-07,67.83,8.157,37.61666666666667,152.18113374667848,12.9996,81.1467971530249,44.84,56.36,-11.52,32,2025
2025-08-08,0.0,0.0,0.0,,,,42.75,42.27,0.48,32,2025
2025-08-09,40.1,4.336,19.98333333333333,156.82833333333335,12.9996,76.9748743718593,42.63,41.73,0.9,32,2025
2025-08-10,0.0,0.0,0.0,,,,40.64,31.3,9.34,32,2025
2025-08-11,0.0,0.0,0.0,,,,38.75,23.47,15.28,33,2025
2025-08-12,0.0,0.0,0.0,,,,36.95,17.6,19.35,33,2025
2025-08-13,69.47,6.036,26.08333333333333,169.54214559386972,13.800988505747128,82.71062740076825,38.46,30.57,7.89,33,2025
2025-08-13,119.83,13.032,60.11666666666667,156.53741685144124,12.9996,81.1147859922179,42.25,52.89,-10.64,33,2025
2025-08-14,0.0,0.0,0.0,,,,40.28,39.66,0.62,33,2025
2025-08-15,111.52,13.024,60.083333333333336,153.4287298946201,12.9996,81.73361111111112,43.6,57.63,-14.03,33,2025
2025-08-16,0.0,0.0,0.0,,,,41.57,43.22,-1.65,33,2025
2025-08-17,67.76,7.554,30.183333333333334,161.80077262693158,15.0012,80.9771714922049,42.79,49.36,-6.57,33,2025
2025-08-18,137.08,15.234,70.23333333333333,155.61684460260972,12.9996,80.65503323836657,47.17,71.29,-24.12,34,2025
2025-08-19,0.0,0.0,0.0,,,,44.98,53.47,-8.49,34,2025
2025-08-20,35.71,4.787,19.116666666666667,153.705574912892,15.0012,81.47368421052632,44.55,49.03,-4.48,34,2025
2025-08-21,0.0,0.0,0.0,,,,42.48,36.77,5.71,34,2025
2025-08-22,143.67,15.162,60.61666666666667,164.2355689939527,15.0012,81.83333333333333,47.18,63.49,-16.31,34,2025
2025-08-23,166.74,21.503,99.21666666666668,149.16543500167955,12.9996,80.11903160726294,52.74,89.31,-36.57,34,2025
2025-08-24,111.85,11.568,50.583333333333336,161.1251646903821,13.720316205533596,82.63381674357284,55.49,94.94,-39.45,34,2025
2025-08-25,97.34,10.029,40.083333333333336,165.3341645885287,15.0012,82.12166666666667,57.44,95.54,-38.1,35,2025
2025-08-26,0.0,0.0,0.0,,,,54.77,71.66,-16.89,35,2025
2025-08-27,76.41,8.684,40.05,154.62312811980033,12.9996,81.90658882402002,55.77,72.84,-17.07,35,2025
2025-08-28,72.11,7.362,29.416666666666668,165.75877689694224,15.0012,82.29522184300342,56.53,72.66,-16.13,35,2025
2025-08-29,0.0,0.0,0.0,,,,53.9,54.5,-0.6,35,2025
2025-08-30,45.62,4.488,20.683333333333334,161.01288244766505,12.9996,81.43181818181819,53.52,52.28,1.24,35,2025
2025-08-31,40.89,4.55,22.383333333333333,152.73883928571428,12.297642857142856,83.05597014925372,52.93,49.43,3.5,35,2025
2025-08-31,41.05,4.878,15.566666666666666,169.0909090909091,18.81443165775401,87.6812834224599,52.38,47.34,5.04,35,2025
2025-09-01,115.69,10.279,41.083333333333336,172.11151662611516,15.0012,82.4686737184703,55.32,64.42,-9.1,36,2025
2025-09-02,198.62,21.525,99.31666666666666,156.68036912751677,12.9996,81.0895497311828,61.99,97.97,-35.98,36,2025
2025-09-03,144.53,11.927,55.016666666666666,168.91278013325257,12.9996,81.9554004854369,65.83,109.61,-43.78,36,2025
2025-09-04,99.82,9.529,43.95,162.3210765731615,12.9996,81.55015197568389,67.41,107.16,-39.75,36,2025
2025-09-05,0.0,0.0,0.0,,,,64.27,80.37,-16.1,36,2025
2025-09-06,0.0,0.0,0.0,,,,61.28,60.28,1.0,36,2025
2025-09-07,56.59,6.561,30.25,153.77092511013217,12.9996,81.39613259668508,61.07,59.36,1.71,36,2025
2025-09-08,150.41,14.001,59.35,167.27288087862573,14.169478344128414,82.56466610312764,65.22,82.12,-16.9,37,2025
2025-09-08,114.63,13.017,60.05,154.64789123196448,12.9996,80.16342412451363,67.52,90.25,-22.73,37,2025
2025-09-09,0.0,0.0,0.0,,,,64.38,67.69,-3.31,37,2025
2025-09-10,82.26,8.778,40.48333333333333,157.38230452674898,12.9996,80.80800990916597,65.21,71.33,-6.12,37,2025
2025-09-11,0.0,0.0,0.0,,,,62.18,53.5,8.68,37,2025
2025-09-12,0.0,0.0,0.0,,,,59.29,40.12,19.17,37,2025
2025-09-13,17.35,2.56,11.75,143.72478386167148,12.84867492795389,83.51014492753623,57.33,34.43,22.9,37,2025
2025-09-13,116.49,11.47,45.85,167.38735465116278,15.0012,81.1471877282688,60.09,54.94,5.15,37,2025
2025-09-13,15.71,2.395,11.25,141.41863905325442,12.74038402366864,82.8293768545994,58.02,45.14,12.88,37,2025
2025-09-14,22.58,2.432,10.783333333333331,158.70833333333334,13.38435,82.37732919254658,56.37,39.5,16.87,37,2025
2025-09-14,20.05,2.579,11.783333333333331,149.69985775248932,13.10908506401138,82.13714285714286,54.68,34.64,20.04,37,2025
2025-09-14,28.78,3.715,17.116666666666667,149.1916996047431,12.9996,79.73895582329317,53.48,33.17,20.31,37,2025
2025-09-15,0.0,0.0,0.0,,,,50.99,24.88,26.11,38,2025
2025-09-16,0.0,0.0,0.0,,,,48.62,18.66,29.96,38,2025
2025-09-17,79.4,8.444,35.75,161.32246039142592,14.260499161230197,81.68534080298787,50.05,33.84,16.21,38,2025
2025-09-18,0.0,0.0,0.0,,,,47.72,25.38,22.34,38,2025
2025-09-19,0.0,0.0,0.0,,,,45.5,19.04,26.46,38,2025
2025-09-20,69.19,9.468,43.65,146.69097222222223,12.999600000000004,81.73333333333333,46.61,31.58,15.03,38,2025
2025-09-21,0.0,0.0,0.0,,,,44.44,23.68,20.76,38,2025
2025-09-22,67.67,8.178,37.71666666666667,151.96716149347728,12.9996,81.48352144469526,45.52,34.68,10.84,39,2025
2025-09-23,0.0,0.0,0.0,,,,43.4,26.01,17.39,39,2025
2025-09-24,128.04,13.075,60.31666666666667,159.30939226519337,12.9996,81.67425083240843,47.34,51.52,-4.18,39,2025
2025-09-24,27.43,2.531,12.15,162.05890410958904,12.478694794520548,83.3434065934066,46.41,45.5,0.91,39,2025
2025-09-25,0.0,0.0,0.0,,,,44.25,34.12,10.13,39,2025
2025-09-26,0.0,0.0,0.0,,,,42.2,25.59,16.61,39,2025
2025-09-27,42.26,5.254,24.216666666666665,150.77716643741402,12.9996,80.85097493036211,42.2,29.76,12.44,39,2025
2025-09-28,0.0,0.0,0.0,,,,40.24,22.32,17.92,39,2025
2025-09-29,104.55,12.396,57.18333333333333,152.7794289044289,12.9996,80.25409356725146,43.23,42.88,0.35,40,2025
2025-09-30,0.0,0.0,0.0,,,,41.22,32.16,9.06,40,2025
2025-10-01,19.44,2.502,10.083333333333334,155.07920792079207,14.678518811881188,83.13787375415282,40.2,28.98,11.22,40,2025
2025-10-01,78.75,7.662,26.78333333333333,174.1156509695291,19.11053019390582,80.31111111111112,42.0,41.42,0.58,40,2025
2025-10-01,15.5,1.319,6.55,164.1776649746193,12.070471065989848,83.93846153846154,40.76,34.94,5.82,40,2025
2025-10-02,37.79,5.47,25.216666666666665,144.3426480372588,12.9996,80.42232683254876,40.63,35.65,4.98,40,2025
2025-10-03,41.19,4.95,22.816666666666663,152.22700729927007,12.9996,81.03235294117647,40.65,37.04,3.61,40,2025
2025-10-04,0.0,0.0,0.0,,,,38.76,27.78,10.98,40,2025
2025-10-05,0.0,0.0,0.0,,,,36.96,20.83,16.13,40,2025
2025-10-06,0.0,0.0,0.0,,,,35.24,15.63,19.61,41,2025
2025-10-07,0.0,0.0,0.0,,,,33.6,11.72,21.88,41,2025
