session_file,date,distance_km,duree_min,fc_moyenne,fc_max,vitesse_moy,cadence_moy,allure_min_km,month_year
466215355350548489.fit,2025-01-13,7.5125,33.86666666666667,164.22813121272367,180.0,13.426924652087477,84.14043824701196,4.4686331050998955,2025-01
466220325703548928.fit,2025-01-13,13.247,57.56666666666667,158.972503617945,176.0,13.800947496382054,83.14662416690814,4.347527589372333,2025-01
466307244833669124.fit,2025-01-17,6.948,34.11666666666667,149.4873515745999,176.0,12.835793495095508,83.54526642524573,4.67442858308103,2025-01
466355911647068166.fit,2025-01-19,16.181,70.51666666666667,170.03504617570448,188.0,13.7026152971821,83.7869163308841,4.378726155461638,2025-01
466382566212009991.fit,2025-01-20,18.371,69.03333333333333,148.2664735698769,173.0,13.747302534395365,83.46777697320782,4.3644925868097895,2025-01
466448947347488772.fit,2025-01-23,12.024,66.45,147.33426042983564,177.0,11.015373754740835,83.91521133890154,5.446932744717535,2025-01
466468414286757891.fit,2025-01-24,18.393,86.31666666666666,156.27601015030257,171.0,12.96033941050166,83.47489744090643,4.62950838705524,2025-01
466489185019133962.fit,2025-01-25,10.80936,40.28333333333333,157.4577553593947,181.0,16.355586885245902,82.87789473684211,3.6684712337730288,2025-01
466496310904651781.fit,2025-01-25,9.493,49.516666666666666,147.40998641304347,160.0,11.523576766304348,85.18843537414966,5.206716735332012,2025-01
466539567938306057.fit,2025-01-27,12.86912,59.38333333333333,152.48150240045186,163.0,13.075176616774923,81.7410234662143,4.588848147796522,2025-01
466559894137372684.fit,2025-01-28,9.02882,44.916666666666664,142.7040059347181,157.0,12.052382047477746,81.8829866270431,4.978269006379238,2025-01
466577658392641543.fit,2025-01-29,8.797,44.25,143.27484939759037,156.0,11.919951054216867,82.00075414781297,5.0335777158056425,2025-01
466588856175591426.fit,2025-01-29,8.211,41.8,147.1196406696611,160.0,12.999141363821968,81.73050224581462,4.615689476767024,2025-01
466655294756257803.fit,2025-02-01,21.009,85.31666666666666,158.8044921875,177.0,14.669677265625001,83.30316653635653,4.090069530063633,2025-02
466704758286090263.fit,2025-02-03,17.3157,80.01666666666667,161.70449812578093,180.0,12.974005664306539,79.02709462275948,4.624631864087212,2025-02
466773437226975232.fit,2025-02-06,7.577,39.15,141.4868085106383,157.0,11.596787234042553,83.64565587734242,5.173846755062389,2025-02
466774500231380998.fit,2025-02-06,7.73,34.916666666666664,155.5937198067633,175.0,14.092187826086956,77.94966118102614,4.257678136316785,2025-02
466793745176625154.fit,2025-02-07,16.016,74.01666666666667,150.43264014466547,163.0,13.023546835443039,83.52578018995929,4.607039906879477,2025-02
466797156989173760.fit,2025-02-07,7.534,33.31666666666667,150.914,158.0,13.5612648,81.4744488977956,4.424366081252244,2025-02
466813119505661955.fit,2025-02-08,13.742,59.983333333333334,143.8318335208099,151.0,13.91236197975253,82.65990990990991,4.312711248264061,2025-02
466882572077531136.fit,2025-02-11,13.01927,59.95,148.96831573096165,157.0,13.02159622012229,83.09488035614913,4.607730034454756,2025-02
467001971899924480.fit,2025-02-16,10.082,39.85,161.372491638796,175.0,15.05259933110368,84.40794979079497,3.9860225254265576,2025-02
